identity,vote_identity,name,rank,activated_stake,stake_weight,stake_ratio,commission,is_jito,jito_commission_bps,version,delinquent,skip_rate,wiz_skip_rate,vote_success,uptime,wiz_score,above_halt_line,first_epoch_with_stake,first_epoch_distance,ip_city,ip_country,ip_asn,ip_org,asn_concentration,tpu_ip,tpu_ip_concentration,city_concentration,epoch,apy_estimate,staking_apy,jito_apy,total_apy,description,website
6vG7fgweSfvY7JRViG4HwKgV9u6JKhMpf2bqr6TKNjUW,7sBYPueerpq3kKjmuimJkGr7jmiM8ZZ74pXPMEcBSxo5,InfraMesh,494,436001.428527555,0.1,0.0268,0,True,0.0,3.1.12,False,0.0,0.0,99.54,99.83,71.85,False,909.0,47,Frankfurt,Germany,AS395201,Allnodes Inc.,6.56,104.204.142.237,0.0,26.1,956,6.02,6.04,0.11,6.15,Powering real-world networks with Solana,
pitch9cMruwjDtAnisNS4mwZUPhMsBztNEGu2weMg55,P1TCHYwYPsNaNUK6fGkZzwXPjnYAMYRnUUv4c1TREee,DePitch Academy,495,31212.051053040002,0.01,0.0019,5,True,1000.0,3.1.13,False,0.0,0.0,99.5,100.0,71.69,False,819.0,137,London,United Kingdom,AS396356,Latitude.sh,7.54,64.130.46.2,1.12,8.49,956,5.71,5.74,0.1,5.84,Where Solana builders make their pitch legendary.,https://www.depitch.academy/
vvvvbtDs9HsdsE6NskZMnb1RA6muoud1ChQuiF9QhSM,RaydiumJDX8X6om6Fg44xyqz5eukZ9KC3LX61SttLbH,Raydium Validator,496,188452.11169149302,0.04,0.0116,0,True,0.0,3.1.10,False,0.0,0.0,99.53,99.99,71.68,False,625.0,331,Amsterdam,Netherlands,AS20326,TeraSwitch,33.88,64.130.42.80,0.0,19.66,956,6.02,6.03,0.11,6.14,,https://raydium.io
Bi9kKNxfW2XqgCmLcuhHt6A3x55GuAGmrVZxRHLyVoQ4,ADoJoWDcMS7HVW8cMu5GRvy3FBm3RG5bEWQi74YRnwKt,,497,358400.43863816804,0.08,0.0221,0,True,0.0,0.817.30110,False,0.0,0.0,99.68,99.96,71.49,False,855.0,101,London,United Kingdom,AS20326,TeraSwitch,33.84,64.130.63.16,4.79,8.41,956,6.02,6.03,0.11,6.14,,
E5UXkzUxqEXpeDf3WsrMZHTs2ZSSBpAz7G4hpGwgRGDT,Ec55BotYhWgC3xRmZ2UpuJvyySwxZeUrvEDPrxxG7r9B,QubitNexus,498,490418.66750118806,0.12,0.0302,0,True,0.0,3.1.12,False,0.0,0.0,99.36,99.84,71.47,False,909.0,47,Frankfurt,Germany,AS395201,Allnodes Inc.,6.55,104.204.142.221,0.0,26.08,956,6.02,6.04,0.11,6.15,Quantum-grade uptime for Solana,
23SUe5fzmLws1M58AnGnvnUBRUKJmzCpnFQwv4M4b9Er,4PsiLMyoUQ7QRn1FFiFCvej4hsUTFzfvJnyN4bj1tmSN,Stakin by The Tie,499,564315.56598531,0.13,0.0347,5,True,500.0,3.1.13,False,0.0,0.0,99.71,99.96,71.37,False,62.0,894,Frankfurt,Germany,AS395201,Allnodes Inc.,6.53,70.40.185.124,0.0,26.07,956,5.71,5.53,0.1,5.63,"Institutional-grade staking services and Web3 infrastructure provider. T&Cs apply, visit our website.",https://stakin.com
Cogent51kHgGLHr7zpkpRjGYFXM57LgjHjDdqXd4ypdA,CogentC52e7kktFfWHwsqSmr8LiS1yAtfqhHcftCPcBJ,Cogent ⚙️  by SOL Strategies,500,542148.018365021,0.13,0.0334,0,True,0.0,0.820.30113,False,0.0,0.0,99.68,100.0,71.36,False,262.0,694,Amsterdam,Netherlands,AS20326,TeraSwitch,33.8,64.130.43.202,0.0,19.57,956,6.02,6.02,0.11,6.13,"High performance validator by SOL Strategies. ISO27001 & SOC2 Type II certified, powering the Solana ecosystem since 2021",https://cogentcrypto.io
ppppoqHcHVzigV6SK4856BAsNxhTAi32hqQQWrziyHE,vvvvXsU6iG2enDVvs4KeVqS4YrZczTujSv5p3dSeNHx,Pesky Penguins 🔥💃 NOOT NOOT,501,61547.55684383101,0.01,0.0038,5,True,1000.0,0.820.30113,False,0.0,0.0,99.68,100.0,71.35,False,616.0,340,Pittsburgh,United States,AS20326,TeraSwitch,33.91,64.130.56.52,0.0,0.19,956,5.71,5.72,0.1,5.82,"The official validator of the Pesky Penguins, now running Firedancer! Solana OGs since 2021, we believe in building high-value features while spreading happiness and good vibes. Noot noot!",https://pesky-penguins.com
TopjgY7N1fJdnW89S9fX6t7LF61nspgXGL1NpgAKhDG,5DnWqsJceNamPNNUpMnVr1XQ8anSxcj9TXRD5Rn52prJ,TopReward,502,41330.531801473,0.01,0.0025,0,True,1000.0,3.1.11,False,0.0,0.0,99.32,100.0,71.32,False,704.0,252,Frankfurt,Germany,AS395201,Allnodes Inc.,6.65,45.139.132.75,0.0,26.19,956,6.02,6.03,0.1,6.13,Maximize your rewards with reliable performance and high returns. Delegate now for the best APR!,https://soltopreward.xyz
3x9nibnhgBHWKMRiGnsXJELRBjviQpKyigfrXtKW27KJ,5afRnmkFn1pRU9oussqwk1RRBVyoDgUkL16Jz4qNf574,Staking kiwi validator,503,92224.492873347,0.02,0.0057,4,True,4.0,3.1.13,False,0.0,0.0,99.35,100.0,71.1,False,254.0,702,Frankfurt,Germany,AS395201,Allnodes Inc.,6.64,185.19.217.113,0.0,26.18,956,5.77,5.76,0.11,5.87,Stake and support https://staking.kiwi,https://solanastaking.kiwi/
Hu7pi2Xg5Kav8vSAUUr5CCZaEmMCzT6FgCTpueu3oBtW,9YQXaP6VyiZepa1CCjGzBDZ1DZQ9rBSCfhKr5DLkUStz,,504,83500.624550652,0.02,0.0051,5,True,500.0,3.1.13,False,0.0,0.0,99.5,100.0,71.1,False,888.0,68,Tokyo,Japan,AS396356,Latitude.sh,7.52,63.254.162.99,0.89,1.24,956,5.71,5.74,0.1,5.84,,
dmMwc4RazLHkvDZYrWAfbHQ6cViAvNa5szCJKaiun8S,dedxrPfNqPKBRmUyP9LDkaitpQzU6PD44jA6GP9Ndhk,Ded Monkes,505,146592.751627754,0.03,0.009,5,True,0.0,3.1.13,False,0.0,0.0,99.32,99.54,70.85,False,644.0,312,São Paulo,Brazil,AS396356,Latitude.sh,7.51,103.14.27.47,0.0,0.75,956,5.71,5.73,0.11,5.84,Ded Monkes are here to revive the Solana Blockchain,https://dedmonkes.xyz
chopskqnudaeCTENWzUjfFCBSLcxprqbdMoCAucAwfb,chopjqMvdGWRcrcuC1r8LmAzz9obXi1gSYPYM6zimWa,Choplet Studios,506,16115.339414982001,0.0,0.001,4,True,0.0,3.1.13,False,0.0,0.0,99.63,99.82,70.74,False,897.0,59,Maisach,Germany,AS51202,Nuxoa GmbH,0.0,64.130.57.242,6.04,0.0,956,5.77,5.79,0.11,5.9,Dedicated to empower the Solana ecosystem with innovative tools that make blockchain technology accessible and efficient for everyone.,https://choplet.dev
CPcDFHCAKkr5Kp9T5aQWJhXV5J6iFj141NMQ87L6poPL,8n9ZTVwH2ZMTmCNmAgT54TUUJbLRLCDDy77nBpVzGEcE,,507,217806.35715944602,0.05,0.0134,5,True,500.0,3.1.12,False,0.0,0.0,99.33,100.0,70.52,False,768.0,188,Amsterdam,Netherlands,AS7979,SERVERS COM AMS,3.38,170.23.153.109,0.0,19.65,956,5.71,5.74,0.1,5.84,,
kom1oNHyyt84XLGVfi5Jo1qkVkU5xG1sBxPG19rWknE,25quQGzrtcU224Kk7G5YDJ9oJXgYsiur8pZ7pAnCMhhV,Komorebi,508,139218.840026719,0.03,0.0086,5,True,1000.0,0.820.30113,False,0.0,0.0,99.29,99.8,70.42,False,828.0,128,Amsterdam,Netherlands,AS262287,Latitude.sh,1.97,67.213.127.115,0.0,19.67,956,5.7,5.18,0.1,5.28,,
5MAGJ3zShtXMMVXjZRoFqtFF7XhP8iLSyZrxdL7KpjcB,9J7aJMntadsYJP7ZAyXgpRsXqrZQfRMob3pfkiB4sv8a,,509,284801.100160879,0.07,0.0175,3,True,300.0,3.1.13,False,0.0,0.0,99.5,99.82,70.35,False,858.0,98,London,United Kingdom,AS396356,Latitude.sh,7.48,185.26.11.117,0.0,8.43,956,5.83,5.86,0.11,5.97,,
99rG5AhkVagxJ7y8NpMAmy1h1u9GhT3h1Cimu2X3cwaJ,HZDt9b6AVva1cgbuHBRKQczfA5FGGwLh4a6wLRM6FSvT,,510,103889.38658774001,0.02,0.0064,5,True,500.0,3.1.13,False,0.0,0.0,99.5,100.0,70.25,False,889.0,67,Amsterdam,Netherlands,AS262287,Latitude.sh,1.98,67.213.127.81,0.0,19.68,956,5.71,5.74,0.1,5.84,,
7ZjHeeYEesmBs4N6aDvCQimKdtJX2bs5boXpJmpG2bZJ,8sdFdnuKsY5KvpEU7gPi7qH1fP5DdYWfDhiF7NLjtaX8,Chainflow Experimental,511,63355.721861087004,0.01,0.0039,5,True,800.0,3.1.10,False,0.0,0.0,99.5,99.89,70.24,False,731.0,225,Stockholm,Sweden,AS214159,SK Infra,1.48,185.189.47.161,0.0,1.48,956,5.71,5.71,0.1,5.81,Experimental and staging environment validator for Chainflow,
7y5VhV4fkz6r4zUmH2UiwPjLwXzPL1PcV28or5NWkWRL,HxRrsnbc6K8CdEo3LCTrSUkFaDDxv9BdJsTDzBKnUVWH,Haus – Best APY & No Fees,512,1616579.753218763,0.38,0.0995,0,True,0.0,3.1.13,False,0.0,0.0,99.53,100.0,70.14,False,229.0,727,Frankfurt,Germany,AS395201,Allnodes Inc.,6.28,64.130.57.242,5.66,25.82,956,6.02,6.05,0.11,6.16,Haus is a 0% commission validator with top returns since 2021. Our boost program matches the highest-APY validator - even if it’s not us - to give you the best rewards. Additional rewards are available for large stake accounts - info@staking.haus,https://www.staking.haus
7U68WfpxJF5W1HjVQ2NCQr5EuKhNSvSRAnmWTk6225Jf,3pBPy27F1Wz3iVydZnGkdvefStrFm8UMCDakYZii8AUZ,NodT,513,46734.996488338,0.01,0.0029,4,True,0.0,3.1.13,False,0.0,0.0,99.68,99.72,70.09,False,197.0,759,Riga,Latvia,AS8285,Vernet Backbone,0.02,213.21.201.81,0.0,0.04,956,5.77,5.74,0.11,5.85,"Decentralized, engaged, and transparent. Trust me with your Solana.",https://www.facebook.com/nodtsolana/
2Mob8FJkb8chZY5pTBMpKfLwgZAQHE5i9jAC5zbASitD,3Gzmaw7NVNeaTzYBySzSwsU8ctTNy2DBRkxi46fumw3X,,514,312144.822517917,0.07,0.0192,5,True,800.0,3.1.11,False,0.0,0.0,99.5,99.99,70.08,False,828.0,128,Frankfurt,Germany,AS45102,"Westendstrabe , 0 Frankfurt Am Main",0.57,64.130.57.242,5.97,26.12,956,5.71,5.74,0.1,5.84,,
DDnAqxJVFo2GVTujibHt5cjevHMSE9bo8HJaydHoshdp,9GJmEHGom9eWo4np4L5vC6b6ri1Df2xN8KFoWixvD1Bs,Block Logic +MEV +Triton,515,347268.96759164,0.08,0.0214,2,True,200.0,3.1.13,False,0.0,0.0,99.68,100.0,70.07,False,51.0,905,Amsterdam,Netherlands,AS20326,TeraSwitch,33.85,63.254.166.74,6.62,19.62,956,5.9,5.81,0.11,5.92,"Get more SOL with 3 revenue streams! Solana staking + Jito MEV + Triton One PTC rev share (after KYC). Creator of https://www.validators.app. Experienced validator located in Boulder, CO.",https://www.blocklogic.net
VQwCCSfW3o5NDx7n5FBr9SoYiLXVgetstHvaWBvv2YH,6XtfZoG7P9Hjmecg4Da8pqd9A4TzU4QynbwY94Z1ZLcy,,516,865948.128940938,0.2,0.0533,3,True,300.0,0.819.30111,False,0.0,0.0,99.68,99.96,70.06,False,859.0,97,London,United Kingdom,AS400963,Galaxy Digital LP,3.24,86.54.152.251,0.0,8.29,956,5.83,5.86,0.11,5.97,,
CG4tRANBKrzUmpv93V5sgftjQznBdiJsc2yPCzZWWuS9,8hPk5CbKDoM7dN9LssTdVkFhDykeq7A8CZurA5AQSFJH,Bybit Staking,517,1333568.289470473,0.31,0.0821,5,True,500.0,3.1.12,False,0.0,0.0,99.5,100.0,69.71,False,656.0,300,Amsterdam,Netherlands,AS7979,SERVERS COM AMS,3.12,170.23.153.115,0.0,19.39,956,5.71,5.74,0.1,5.84,"Effortlessly access multichain earnings and earn rewards from staking, yield farming, and liquidity providing on leading such as chains Ton, Sui, Solana. All with a single click on Bybit Web3 Earn.",https://www.bybit.com
mrgn28BhocwdAUEenen3Sw2MR9cPKDpLkDvzDdR7DBD,mrgn2vsZ5EJ8YEfAMNPXmRux7th9cNfBasQ1JJvVwPn,Project 0 Horizon,518,124342.247418351,0.03,0.0077,0,True,0.0,3.1.11,False,0.0,0.0,99.51,99.88,69.67,False,502.0,454,Amsterdam,Netherlands,AS20326,TeraSwitch,33.9,64.130.42.138,5.06,19.67,956,6.02,5.98,0.11,6.09,Powering Your DeFi-Native Prime Broker,https://www.0.xyz
1KXvrkPXwkGF6NK1zyzVuJqbXfpenPVPP6hoiK9bsK3,1KXz4xKV2viJCGpxqnQqdf2J45vQr5USdmtcJLTaHkm,1000X.sh,519,207243.987052793,0.05,0.0128,0,True,1000.0,4.0.0-beta.6,False,0.0,0.0,99.33,100.0,69.66,False,485.0,471,Amsterdam,Netherlands,AS59642,Uab Nacionalinis Telekomunikaciju Tinklas,1.88,84.32.103.109,0.0,19.65,956,6.02,6.05,0.1,6.15,Stake with the best,https://1000x.sh
GK2YYwmQk58xA2k2SeugY3i334SJVViqTT8sT5wim3Dk,3jkJVgfz1zrHSy6YLK6g96eTj49kCnDj2i8AbbKLZhkk,Node1,520,211091.154260706,0.05,0.013,0,True,500.0,3.1.8,False,0.0,0.0,99.32,100.0,69.62,False,763.0,193,Amsterdam,Netherlands,AS59642,Private Customer,1.88,63.254.166.74,6.65,19.65,956,6.02,6.05,0.1,6.15,0% fee stake | best node | go node1.me,https://node1.me
vu1sGn2f1Xim6voHNLt4nLn38zNkYdLasU7hEr1TC2D,6F5xdRXh2W3B2vhte12VG79JVUkUSLYrHydGX1SAadfZ,Allnodes ⚡️ 0% fee,521,980705.9135411091,0.23,0.0604,0,True,0.0,3.1.13,False,0.0,0.0,99.54,99.83,69.43,False,193.0,763,Frankfurt,Germany,AS395201,Allnodes Inc.,6.43,169.155.44.26,0.0,25.97,956,6.02,6.04,0.11,6.15,Reliable non-custodial Validator run by the industry leader - Allnodes,https://www.allnodes.com/sol/staking
RAuSNo4DRjo83uGhdgg4fPqYBVszi1KsrQGpqcPHK1D,7K8DVxtNJGnMtUY1CQJT5jcs8sFGSZTDiG7kowvFpECh,Hubra,522,80880.51042012901,0.02,0.005,5,True,0.0,3.1.13,False,0.0,0.0,99.5,99.68,69.41,False,111.0,845,Singapore,Singapore,AS29066,Velia.net hk LTD,0.89,103.244.113.94,0.0,3.21,956,5.71,5.65,0.11,5.76,Agentic. Gasless. Self-custodial. Welcome to Web4.,https://hubra.app
D4r6Rcua2L7nHHhdaiZe2k2bTfPg2WQqcNYpG6bugvCG,8yPiZWMNYMhEqTmPSRc6LsWLFC8pewYEzmgc5kRCLTrZ,Limitless Systems,523,204322.119136294,0.05,0.0126,0,True,0.0,3.1.10,False,0.0,0.0,99.53,100.0,69.25,False,564.0,392,Frankfurt,Germany,AS20326,TeraSwitch,33.88,64.130.50.251,0.0,26.15,956,6.02,6.05,0.11,6.16,"0% commission, maximized staking rewards, profitable from block fees",https://limitless.sh
UZBmptMjMSQEPKm4WyUkJeAuvZSqTuNK3cQCKFqJcXT,QodirbUG8AZQBWpHhPJPfjj1xg4AaQUZCVVtwT8YfPi,UZB Validator,524,24088.553527365002,0.01,0.0015,0,True,,3.1.10,False,0.0,0.0,99.68,100.0,69.22,False,582.0,374,Frankfurt,Germany,AS395201,Allnodes Inc.,6.66,45.139.132.149,0.0,26.19,956,6.02,6.02,0.11,6.13,"UZB Validator is an independant, high performance validator with full redundancy in place. With advanced hardware and smart optimisations, we keep the network secure and reliable.",https://t.me/uzbval
KTMkUG8WCw9FdH44jLMBpc1teGafnYL6SgP4fHHbsNM,EpicsoqLdDP8qRn3wQRKTSKAXbjK9dUgFfNPRQS77MQD,⚔️ Epics DAO ⚔️  - ALL 0% Fees ⭐️,525,207014.606835381,0.05,0.0127,0,True,0.0,3.1.13,False,0.0,0.0,99.33,100.0,69.18,False,606.0,350,Frankfurt,Germany,AS20326,TeraSwitch,33.88,64.130.57.242,5.99,26.15,956,6.02,6.05,0.11,6.16,ALL 0% fees ⚒ Performance First — Fastest Validator Streaming with ERPC 🗼⚡️,https://epics.dev
anzaeL7Lsv71HW2mew8YcKGyGqL6qNn3xoNPRrejM73,49ufmzpErLmn7jAeP666i8nMdXhFuvzjCbQwf2oEMkN3,Anza_New_Stake,526,85339.50857637101,0.02,0.0053,0,True,0.0,3.1.10,False,0.0,0.0,99.71,100.0,68.65,False,860.0,96,Frankfurt,Germany,AS395201,Allnodes Inc.,6.64,64.130.57.242,6.02,26.18,956,6.02,6.05,0.11,6.16,,
DZv25oNCWFvGXu9tH63BiAXvG94syweGZhbvdN3HxDxT,DZVSbEJQfAFftodtveLseuzc1Beqm239usKJhx9TiBRL,DoubleZero x Temporal,527,320147.427038208,0.08,0.0197,10,True,0.0,0.814.30108,False,0.0,0.0,99.33,100.0,68.53,False,808.0,148,Singapore,Singapore,AS20326,TeraSwitch,33.85,198.13.130.228,0.05,3.16,956,5.4,5.43,0.11,5.54,The Internet optimized for high-performance distributed systems.,https://doublezero.xyz/
AG1PsJMQcutNUX64RD3bAhW7NpxWeFkqkgGizBznYFKW,6TBdCtZjNYRoh97hJ3RHN992nwzC4oaj74hMnbnrJsE8,,528,259602.49994110802,0.06,0.016,4,True,400.0,3.1.13,False,0.0,0.0,99.5,100.0,68.52,False,932.0,24,Amsterdam,Netherlands,AS262287,Latitude.sh,1.94,67.213.127.85,0.0,19.64,956,5.77,5.8,0.1,5.9,,
CwhdMezLucz7bcuWzStpLXgrzKGC2tBBiaVmJZjfprRN,VNbW721iu6uVkrx246N2BiQth8u4b4SCPJwH3JvUovD,Sarmina,529,68038.145250425,0.02,0.0042,0,True,0.0,3.1.13,False,0.0,0.0,99.68,98.32,68.5,False,49.0,907,Dallas,United States,AS20473,"Vultr Holdings, LLC",3.03,45.32.201.68,0.0,0.26,956,6.02,5.94,0.11,6.05,Sarmina is my name!,https://nodes.edgevana.com/
FyLVPAKkgdAy8Gn9jnFYN5yjC1ubQWRkw2EHt2UnC8uA,DKeL7T5t7XXKSbWpM3i9mkV9hRhqrEDbVVyL63AJ7TqE,Solary | 0% +MEV,530,98531.40842580001,0.02,0.0061,0,True,0.0,3.1.10,False,0.0,0.0,99.68,100.0,68.36,False,566.0,390,Amsterdam,Netherlands,AS20326,TeraSwitch,33.9,63.254.166.74,6.68,19.68,956,6.02,5.94,0.11,6.05,0 %,https://solary.sh
BXAxLMMMUNYfC1z166VjWHR3WjTmqzLxB837o5ghmRtH,J21SMPFJEY9ExCDPiSJQXN23PVSeoQe3LnKD7QcP3bgP,,531,818463.652184729,0.19,0.0504,2,True,200.0,3.1.11,False,0.0,0.0,99.33,99.96,68.21,False,299.0,657,Dublin 8,Ireland,AS20326,TeraSwitch,33.73,64.130.46.2,0.93,0.28,956,5.9,5.88,0.11,5.99,,
H9ENbtmy2tWFtAJNmpC8xQtbcr1NTp4FXLdphRaG8L2T,BH2PMb9vuHxkVFMMHbH8iudCoBfUoX5tVaHfnEkKJ2gQ,Bubbles,532,323440.618350268,0.08,0.0199,0,True,0.0,3.1.13,False,0.0,0.0,99.68,100.0,68.12,False,737.0,219,Frankfurt,Germany,AS20326,TeraSwitch,33.85,64.130.41.137,5.66,26.12,956,6.02,6.02,0.11,6.13,cute validator does a validate 💙,https://powerpuffgirls.fandom.com/wiki/Bubbles
9UbU7oaVXX6t7bMthxzzGPnWumFNxoWqUwX3qsrxb4pp,3RGSTMXnGoeXW1y7uWpcBmQvhBQU6Tc8stxY72SuhN8y,,533,168632.663337451,0.04,0.0104,3,True,300.0,0.820.30113,False,0.0,0.0,99.5,99.92,67.7,False,860.0,96,Frankfurt,Germany,AS396356,Latitude.sh,7.5,185.26.10.85,0.0,26.16,956,5.83,5.86,0.11,5.97,,
ChorusmmK7i1AxXeiTtQgQZhQNiXYU84ULeaYF1EH15n,Chorus6Kis8tFHA7AowrPMcRJk3LbApHTYpgSNXzY5KE,Chorus One,534,1270157.5188518472,0.3,0.0782,8,True,5000.0,3.1.11,False,0.0,0.0,99.32,100.0,67.67,False,35.0,921,Amsterdam,Netherlands,AS60068,CDN AMS IPv x,1.72,185.229.190.123,0.0,19.4,956,5.53,5.55,0.05,5.6,"Stake without complexities. Chorus One provides quick staking integrations for institutions and forward thinking investors, industry-leading research, and support for 50+ protocols.",https://chorus.one
8a4juhtQScHcXPAcqVF3otxLMqxZMDALcE3FEVGBnKu8,5cwxevV9u1poNgfc1tKxMfEGX4oKt1DZNSHg48Umubm3,,535,188109.706762321,0.04,0.0116,0,True,0.0,3.1.12,False,0.0,0.0,99.36,100.0,67.39,False,939.0,17,Frankfurt,Germany,AS395201,Allnodes Inc.,6.62,70.40.185.205,0.0,26.15,956,6.02,6.05,0.11,6.16,,
R2D2imoV8nXk1ngT9v4dEK65We4uLNyUarTBdWbFruq,R2D2vs3bJwpNF2ejaB6UW1JdCZ5VstuAmuwxDuUUWNj,🤖 RoboRun.xyz,536,23674.091512309,0.01,0.0015,5,True,0.0,0.820.30113,False,0.0,0.0,99.5,100.0,67.31,False,856.0,100,Amsterdam,Netherlands,AS59642,net 1 0 0 1,1.92,84.32.186.125,0.0,19.7,956,5.71,5.74,0.11,5.85,Your Robotaxi ride to the Solana land,https://www.roborun.xyz/
7Zm1pE4FubFYZDyAQ5Labh3A4cxDcvve1s3WCRgEAZ84,XzMLju7T6BSSngmsPogeuryd6uswiimkPU87gB2chho,7Zm1pE4FubFYZDyAQ5Labh3A4cxDcvve1s3WCRgEAZ84,537,346518.214253605,0.08,0.0213,8,True,800.0,3.1.13,False,0.0,0.0,99.33,100.0,67.26,False,596.0,360,Amsterdam,Netherlands,AS7979,SERVERS COM AMS,3.35,63.254.166.74,6.62,19.62,956,5.53,5.51,0.1,5.61,,
forb5u56XgvzxiKfRt4FVNFQKJrd2LWAfNCsCqL6P7q,76nwV8zz8tLz97SBRXH6uwHvgHXtqJDLQfF66jZhQ857,Forbole,538,207364.67949345201,0.05,0.0128,5,True,800.0,3.1.13,False,0.0,0.0,99.5,99.55,67.25,False,149.0,807,Šiauliai,Republic of Lithuania,AS16125,Dedicated Servers,4.37,46.166.162.145,0.0,4.37,956,5.71,5.7,0.1,5.8,Building a free and open metaverse,https://forbole.com
ZoD1XLMhxdMveAJL4x9oab4FhRKP5NThTnSCH19Tdjp,ZoDVQ5zCgFyVm2Y6vHhZ6boQEZNV6sMVnefev4M2Bes,Zodia Custody,539,31607.305149977,0.01,0.0019,5,True,0.0,3.1.13,False,0.0,0.0,99.36,100.0,67.15,False,786.0,170,Dublin 8,Ireland,AS20326,TeraSwitch,33.92,141.98.217.103,0.0,0.47,956,5.71,5.73,0.11,5.84,"Zodia Custody is an institutional-grade digital asset custodian backed by Standard Chartered Bank, Northern Trust, Emirates NBD and SBI Group and National Australia Bank.",https://zodia-custody.com
ChaossRPGKnsVhX1GfPC78yq5Sqju4cMThcAsKZNz5d6,ChaosDKeBjU22B4nnvYWXyTRPuWTzJBR4m3QPfBw6Tta,Udder Chaos 🐄,540,27135.543612849,0.01,0.0017,0,True,0.0,3.1.13,False,0.0,0.0,99.5,100.0,66.79,False,594.0,362,Frankfurt,Germany,AS395201,Allnodes Inc.,6.66,104.204.142.28,0.0,26.19,956,6.02,6.05,0.11,6.16,,https://discord.gg/udderchaos
9UM8wQ8F5oMiRcP5YdqD6Lr4krpBWCD8LtgQYoisJd9i,9jToNMWCLW1GeoLGPZNvEfuXE4AUwiRsrC1HMGmh3PTu,,541,3552298.1031433833,0.84,0.2187,2,True,200.0,3.1.13,False,0.0,0.0,99.33,100.0,66.61,False,752.0,204,London,United Kingdom,AS396356,Latitude.sh,6.71,64.130.63.16,4.04,7.66,956,5.9,5.9,0.11,6.01,,
57i31UEyDg4koaZMZ1wAHbYuezXv3AVaHtvJgJarxt3f,Ev3gPXRo6TJeQ2QhxfqWFoasdoGbmDytYvJbUabEHfLf,[Public Good] Chive 🌱 - 0% Fee + MEV + BlockReward,542,264030.51177878503,0.06,0.0163,0,True,0.0,3.1.8,False,0.0,0.0,99.33,100.0,66.61,False,332.0,624,Amsterdam,Netherlands,AS59642,Uab Nacionalinis Telekomunikaciju Tinklas,1.86,63.254.166.74,6.64,19.64,956,6.02,6.05,0.11,6.16,"Chive staking is a public good. Chive staking gives all the staking reward, Jito reward and block reward to the stakers through its LST at https://app.sanctum.so/chSOL.",
9iFPQbP1jGkj67sXg6YLLGRUBVEDMcapdS6jmCZSnz8R,7kqphS3JdqYsp4kGvLZAi4siKRZFiU4qBrKZfkGdht4N,,543,344742.97077933804,0.08,0.0212,5,True,500.0,3.1.13,False,0.0,0.0,99.5,100.0,66.35,False,890.0,66,Frankfurt,Germany,AS396356,Latitude.sh,7.46,64.130.41.137,5.65,26.12,956,5.71,5.74,0.1,5.84,,
A9mvukTd77EbRoBX4ydSCFQHdu5bsRFkNXTTRstA8FAC,FsT844wGgZg7MLR9Uc9T9qHQxmSoFVanhfgAEQvS966r,,544,1383699.784843242,0.33,0.0852,5,True,500.0,3.1.13,False,0.0,0.0,99.32,99.99,66.29,False,621.0,335,Limburg,Germany,AS16276,OVH GmbH,6.16,57.129.36.165,0.0,1.2,956,5.71,5.72,0.1,5.82,,
krakeNd6ednDPEXxHAmoBs1qKVM8kLg79PvWF2mhXV1,KRAKEnMdmT4EfM8ykTFH6yLoCd5vNLcQvJwF66Y2dag,Kraken,545,2756517.624121089,0.65,0.1697,10,True,1000.0,3.1.12,False,0.0,0.0,99.5,100.0,66.26,False,210.0,746,Dublin,Ireland,AS1072,Switch,1.5,64.130.61.210,0.39,1.35,956,5.4,5.43,0.1,5.53,,https://www.kraken.com/
6TkKqq15wXjqEjNg9zqTKADwuVATR9dW3rkNnsYme1ea,GvZEwtCHZ7YtCkQCaLRVEXsyVvQkRDhJhQgB6akPme1e,melea 🚀 SOL 🤑2K,546,1451994.9648154401,0.34,0.0894,0,True,0.0,3.1.10,False,0.0,0.0,99.5,100.0,66.18,False,43.0,913,Haarlem,Netherlands,AS29802,AMS1 1 0,0.66,63.254.166.74,6.36,0.26,956,6.02,6.05,0.11,6.16,Stake your SOL here melebits.xyz OG Validator,https://melebits.xyz/solana
DEU4agzdUCA5oZ1QSLxCyZb1smvdu5j1NXXsK2r823Uu,Gmmjsfpr1cj66zqwaYzEiSPsA1Y438MKXVNPnGZ2zB9Q,,547,12543.992672945002,0.0,0.0008,0,True,0.0,0.819.30111,False,0.0,0.0,99.32,100.0,66.09,False,780.0,176,London,United Kingdom,AS400963,Galaxy Digital LP,3.44,86.54.152.248,0.0,8.49,956,6.02,6.05,0.11,6.16,,
6YDWxPaJWpZxJ6JLGaBeTJaGQn3gi3Pwtivii9cDyDHo,EdkhvJYa3kWQkFJAPzmGsQyi1D2JA5a7vwWw4hDuwbt,Tartan | RaggedSec,548,49870.060612245004,0.01,0.0031,0,True,0.0,3.1.13,False,0.0,0.0,99.51,98.94,66.03,False,685.0,271,Rotterdam,Netherlands,AS214783,DedicatedNodes,0.86,63.254.166.74,6.69,0.79,956,6.02,6.05,0.11,6.16,High performance validator @ RaggedSec.,https://validator.ragged.me/info
